SITE,MONTH,DAY,YEAR,T_HI,T_LO,T_AVG,RH,WIND,MAX1_MIN,SOIL_F,SOLAR_LANG,PRECIP,ETPOT,GDD_40,GDD_50
1,10,29,94,55,29,42,30.5,7.9,16.2,46.8,441,0.00,0.19,7,2
1,10,30,94,41,35,38,57.4,6.4,12.8,43.4,50,0.07,0.07,1,0
1,10,31,94,57,29,40,38.4,10.7,25.0,41.3,460,0.00,0.25,9,4
1,11,1,94,63,39,48,23.6,7.0,13.1,43.0,173,0.00,0.21,12,7
1,11,2,94,46,32,39,44.5,10.3,19.1,41.7,159,0.00,0.15,3,0
1,11,3,94,32,25,28,65.0,10.1,18.5,38.2,30,0.00,0.06,0,0
1,11,4,94,37,20,27,68.2,5.3,12.6,36.5,319,0.17,0.06,0,0
1,11,5,94,62,23,37,52.5,5.9,15.1,36.7,416,0.04,0.17,11,6
1,11,6,94,57,32,45,41.1,7.5,13.9,39.6,251,0.00,0.16,9,4
1,11,7,94,80,37,52,39.0,6.1,17.4,43.6,404,0.00,0.26,19,15
1,11,8,94,42,25,34,61.3,9.7,18.6,39.2,32,0.00,0.09,1,0
1,11,9,94,43,24,32,65.4,7.2,16.2,37.3,219,0.20,0.08,1,0
1,11,10,94,54,28,37,56.7,10.0,16.9,35.4,283,0.00,0.17,7,2
1,11,11,94,72,30,45,47.6,6.2,12.8,39.0,376,0.00,0.22,16,11
1,11,12,94,66,37,49,41.4,11.7,30.1,42.7,232,0.00,0.27,13,8
1,11,13,94,55,31,41,44.8,9.3,21.6,41.3,331,0.00,0.18,7,2
1,11,14,94,49,22,33,45.2,6.5,13.3,37.7,272,0.00,0.12,4,0
1,11,15,94,49,20,32,48.5,8.4,14.3,34.5,396,0.00,0.14,5,0
1,11,16,94,47,24,36,46.0,6.8,17.9,34.8,127,0.00,0.10,3,0
1,11,17,94,44,25,34,35.8,15.4,38.6,35.2,255,0.02,0.22,2,0
1,11,18,94,36,19,26,38.7,9.0,21.1,32.5,308,0.00,0.11,0,0
1,11,19,94,37,13,24,59.3,4.6,12.5,31.7,273,0.00,0.06,0,0
1,11,20,94,49,26,35,46.3,15.5,30.5,32.2,270,0.12,0.23,5,0
1,11,21,94,43,19,29,40.9,8.8,24.6,32.8,348,0.00,0.12,1,0
1,11,22,94,37,18,26,48.4,8.8,16.3,32.4,354,0.00,0.10,0,0
1,11,23,94,51,18,32,32.6,9.0,16.9,31.6,373,0.00,0.17,5,0
1,11,24,94,47,25,33,30.2,6.8,15.8,31.5,140,0.00,0.14,4,0
1,11,25,94,45,19,31,39.0,7.9,17.9,31.3,317,0.00,0.12,2,0
1,11,26,94,52,17,31,47.1,8.3,27.1,31.5,335,0.00,0.15,6,1
1,11,27,94,38,23,29,23.1,20.8,34.9,31.6,338,0.00,0.28,0,0
1,11,28,94,39,17,26,23.9,13.7,30.8,31.0,305,0.00,0.19,0,0
1,11,29,94,38,15,25,24.2,12.3,25.8,30.3,330,0.00,0.17,0,0
1,11,30,94,59,23,39,22.7,7.1,13.1,29.0,274,0.00,0.18,9,4
1,12,1,94,69,31,45,23.7,8.0,15.2,31.3,336,0.00,0.25,14,9
1,12,2,94,66,26,42,26.0,7.6,20.3,31.7,327,0.00,0.23,13,8
1,12,3,94,58,23,39,27.8,9.0,21.8,32.9,267,0.00,0.19,9,4
1,12,4,94,40,16,29,44.5,8.6,22.2,33.4,222,0.00,0.09,0,0
1,12,5,94,24,16,21,69.2,5.3,10.8,31.6,22,0.00,0.02,0,0
1,12,6,94,24,11,19,64.4,1.1,1.1,30.9,63,0.00,0.01,0,0
1,12,7,94,38,17,26,72.8,5.0,17.7,30.9,167,0.17,0.04,0,0
1,12,8,94,30,8,21,59.2,1.1,1.1,31.0,171,0.00,0.01,0,0
1,12,9,94,39,10,20,41.7,7.7,18.6,29.8,310,0.00,0.10,0,0
1,12,10,94,38,12,21,38.0,8.9,25.1,28.4,321,0.00,0.12,0,0
1,12,11,94,35,18,26,42.0,10.6,23.9,28.2,135,0.00,0.10,0,0
1,12,12,94,52,19,30,31.6,8.3,17.7,28.1,296,0.00,0.16,6,1
1,12,13,94,33,20,26,58.7,10.5,17.6,28.2,278,0.00,0.07,0,0
1,12,14,94,42,13,28,48.6,9.3,28.5,29.3,298,0.00,0.10,1,0
1,12,15,94,44,15,26,42.2,5.1,12.5,27.5,225,0.00,0.08,2,0
1,12,16,94,50,17,35,24.0,11.3,25.9,27.5,272,0.00,0.18,5,0
1,12,17,94,56,25,38,29.1,8.4,18.1,28.7,266,0.00,0.16,8,3
1,12,18,94,60,27,39,34.3,9.0,17.8,29.5,303,0.00,0.19,10,5
1,12,19,94,41,30,34,38.3,21.8,37.1,30.0,64,0.00,0.26,0,0
1,12,20,94,50,25,36,27.3,14.6,26.6,30.6,302,0.00,0.23,5,0
1,12,21,94,62,22,38,25.7,7.2,13.3,30.2,298,0.00,0.18,11,6
1,12,22,94,65,22,39,25.6,7.8,16.7,30.8,306,0.00,0.20,12,7
1,12,23,94,52,22,37,28.3,7.4,14.6,30.3,144,0.00,0.13,6,1
1,12,24,94,61,28,42,25.0,10.1,22.3,31.2,247,0.00,0.22,11,6
1,12,25,94,65,22,39,34.9,4.8,11.7,31.7,272,0.00,0.12,13,8
1,12,26,94,64,26,38,36.5,4.0,9.8,31.9,299,0.00,0.10,12,7
1,12,27,94,57,20,35,37.1,6.8,15.3,31.8,300,0.00,0.13,9,4
1,12,28,94,51,18,33,48.7,8.9,18.3,31.6,300,0.00,0.11,5,0
1,12,29,94,48,27,35,59.2,8.6,20.4,31.8,168,0.00,0.09,4,0
1,12,30,94,32,17,24,62.8,12.7,20.5,31.9,82,0.00,0.07,0,0
1,12,31,94,26,-8,12,61.1,7.7,15.1,31.9,248,0.00,0.04,0,0
2,1,1,1994,50,20,34,21.1,7.2,17.6,31.1,210,0.00,0.15,5,0
2,1,2,1994,44,19,34,26.4,17.2,37.1,31.5,226,0.03,0.23,2,0
2,1,3,1994,52,18,35,23.7,15.5,34.5,31.2,151,0.00,0.29,6,1
2,1,4,1994,49,18,32,26.0,11.6,23.4,31.3,233,0.00,0.21,4,0
2,1,5,1994,61,28,42,20.2,8.5,30.8,31.5,188,0.00,0.23,10,5
2,1,6,1994,33,11,22,41.0,6.1,20.3,31.7,106,0.00,0.07,0,0
2,1,7,1994,40,9,20,35.6,3.7,12.9,31.6,197,0.08,0.08,0,0
2,1,8,1994,44,11,27,25.2,6.1,18.6,31.0,249,0.00,0.11,2,0
2,1,9,1994,48,17,30,27.3,7.0,15.0,30.8,210,0.00,0.14,4,0
2,1,10,1994,48,18,30,27.3,8.7,22.0,30.9,217,0.00,0.17,4,0
2,1,11,1994,47,16,28,25.6,7.1,17.9,30.3,187,0.00,0.15,4,0
2,1,12,1994,51,20,31,22.5,8.8,17.3,30.1,258,0.00,0.20,6,1
2,1,13,1994,50,22,34,21.1,10.6,25.3,30.5,227,0.00,0.22,5,0
2,1,14,1994,52,25,36,21.8,6.7,14.9,31.2,251,0.00,0.17,6,1
2,1,15,1994,44,13,26,34.4,12.6,24.0,31.4,211,0.00,0.19,2,0
2,1,16,1994,42,15,30,24.8,13.9,31.6,31.3,169,0.00,0.19,1,0
2,1,17,1994,21,7,12,35.7,7.8,15.7,30.0,97,0.00,0.07,0,0
2,1,18,1994,38,5,20,26.7,11.1,20.4,28.6,263,0.00,0.16,0,0
2,1,19,1994,62,18,35,25.1,9.2,17.4,29.6,279,0.00,0.27,11,6
2,1,20,1994,32,17,21,41.3,4.3,14.8,30.5,132,0.00,0.06,0,0
2,1,21,1994,64,16,36,22.8,6.2,13.2,30.1,283,0.00,0.22,12,7
2,1,22,1994,64,23,38,20.0,10.0,20.9,30.9,291,0.00,0.31,12,7
2,1,23,1994,65,22,38,19.8,7.9,17.6,31.3,287,0.00,0.26,12,7
2,1,24,1994,61,25,38,19.8,7.2,17.4,31.6,190,0.00,0.22,11,6
2,1,25,1994,59,19,36,23.1,10.8,22.3,31.6,283,0.00,0.28,10,5
2,1,26,1994,21,11,16,45.3,11.0,18.6,31.7,211,0.00,0.08,0,0
2,1,27,1994,28,15,21,42.9,14.0,24.4,31.5,243,0.00,0.12,0,0
2,1,28,1994,33,14,22,29.1,13.8,19.7,31.1,309,0.05,0.17,0,0
2,1,29,1994,34,11,22,28.4,10.9,19.0,30.6,221,0.04,0.14,0,0
2,1,30,1994,22,-7,11,32.0,10.8,20.2,30.0,296,0.00,0.08,0,0
2,1,31,1994,21,-5,8,28.2,12.3,18.6,28.4,325,0.00,0.10,0,0
2,2,1,1994,25,2,15,25.5,13.4,27.3,27.6,323,0.00,0.13,0,0
2,2,2,1994,38,3,18,24.8,7.4,17.9,27.2,337,0.00,0.13,0,0
2,2,3,1994,47,3,18,28.7,3.4,14.6,27.1,295,0.00,0.11,3,0
2,2,4,1994,30,7,20,36.4,6.8,18.6,27.2,254,0.00,0.08,0,0
2,2,5,1994,37,8,24,19.1,7.2,23.4,28.5,341,0.00,0.12,0,0
2,2,6,1994,54,10,28,25.1,5.7,16.5,27.9,343,0.00,0.17,7,2
2,2,7,1994,20,2,9,41.4,10.0,18.5,27.8,219,0.00,0.08,0,0
2,2,8,1994,13,-4,5,35.2,12.3,21.5,25.5,217,0.00,0.07,0,0
2,2,9,1994,31,-6,14,27.1,9.6,21.7,24.1,355,0.00,0.12,0,0
2,2,10,1994,43,17,29,24.3,7.0,15.9,26.1,350,0.00,0.14,1,0
2,2,11,1994,53,17,31,27.8,15.3,34.1,28.1,356,0.00,0.33,7,2
2,2,12,1994,34,14,24,25.5,15.2,30.7,29.4,346,0.00,0.20,0,0
2,2,13,1994,53,14,33,21.4,10.3,20.7,28.2,374,0.00,0.24,6,1
2,2,14,1994,52,23,35,21.1,4.9,12.5,29.8,202,0.00,0.14,6,1
2,2,15,1994,49,19,33,23.5,11.1,22.0,29.8,374,0.00,0.24,5,0
2,2,16,1994,63,26,41,19.5,7.4,17.2,30.6,244,0.00,0.24,11,6
2,2,17,1994,58,27,40,20.0,6.8,23.2,31.1,195,0.00,0.20,9,4
2,2,18,1994,64,29,46,20.2,15.6,34.5,31.5,299,0.00,0.41,12,7
2,2,19,1994,55,23,37,33.3,6.8,17.8,31.7,321,0.00,0.18,7,2
2,2,20,1994,47,22,31,39.6,6.7,13.5,31.9,322,0.00,0.14,3,0
2,2,21,1994,30,17,27,19.7,6.2,20.8,32.0,89,0.00,0.08,0,0
2,2,22,1994,23,13,18,39.9,12.1,20.1,31.9,207,0.00,0.10,0,0
2,2,23,1994,40,10,24,28.9,11.1,20.7,31.6,399,0.02,0.18,0,0
2,2,24,1994,61,12,38,21.5,12.8,30.5,31.5,376,0.00,0.34,10,5
2,2,25,1994,29,10,18,25.0,13.7,26.9,31.5,403,0.00,0.17,0,0
2,2,26,1994,43,11,23,18.9,10.9,25.1,31.2,146,0.00,0.20,1,0
2,2,27,1994,58,22,36,20.4,8.0,22.4,31.2,363,0.00,0.24,9,4
2,2,28,1994,49,25,35,28.5,6.2,12.9,31.6,176,0.00,0.15,4,0
2,3,1,1994,58,29,41,30.1,10.4,23.0,31.8,425,0.00,0.28,9,4
2,3,2,1994,66,28,44,24.3,7.5,17.2,32.9,437,0.00,0.27,13,8
2,3,3,1994,73,27,49,18.3,7.4,14.5,34.9,449,0.00,0.31,16,11
2,3,4,1994,73,29,49,17.8,7.3,15.2,36.5,451,0.00,0.31,16,11
2,3,5,1994,68,30,48,19.3,9.4,21.7,38.4,450,0.00,0.34,14,9
2,3,6,1994,48,28,38,31.8,5.6,19.1,38.7,228,0.05,0.13,4,0
2,3,7,1994,37,22,31,40.1,7.5,17.7,36.5,49,0.00,0.08,0,0
2,3,8,1994,27,21,26,36.2,0.8,1.1,34.2,79,0.01,0.03,0,0
2,3,9,1994,45,6,26,35.6,3.6,15.0,34.4,354,0.03,0.10,2,0
2,3,10,1994,59,24,39,23.5,8.6,18.7,35.4,485,0.00,0.27,9,4
2,3,11,1994,66,24,42,27.9,4.4,13.4,37.5,401,0.00,0.20,13,8
2,3,12,1994,51,27,36,30.3,13.1,26.2,38.1,373,0.00,0.29,6,1
2,3,13,1994,65,25,44,24.7,9.0,19.9,38.8,496,0.00,0.31,13,8
2,3,14,1994,73,32,48,12.6,8.5,23.3,38.5,391,0.00,0.37,16,11
2,3,15,1994,70,25,46,21.2,6.9,19.3,42.7,477,0.00,0.30,15,10
2,3,16,1994,82,34,55,17.1,8.1,17.2,45.0,453,0.00,0.40,19,16
2,3,17,1994,80,34,57,16.2,12.8,30.9,47.5,456,0.00,0.52,19,15
2,3,18,1994,68,30,51,17.2,13.0,28.8,47.6,514,0.00,0.41,14,9
2,3,19,1994,75,37,58,15.9,10.9,22.6,50.1,472,0.00,0.41,18,13
2,3,20,1994,48,24,38,23.0,13.6,29.2,48.6,237,0.00,0.25,4,0
2,3,21,1994,70,22,47,22.6,10.5,20.5,46.1,543,0.00,0.38,15,10
2,3,22,1994,75,28,55,16.5,10.7,22.3,48.3,503,0.00,0.41,18,13
2,3,23,1994,63,36,50,17.6,13.4,23.6,49.9,534,0.00,0.41,11,6
2,3,24,1994,47,29,37,20.1,8.9,15.7,49.1,434,0.00,0.23,4,0
2,3,25,1994,62,27,42,19.3,16.8,36.1,47.2,382,0.00,0.47,11,6
2,3,26,1994,52,26,38,20.2,12.8,22.9,47.1,424,0.00,0.31,6,1
2,3,27,1994,38,11,26,22.5,15.0,32.0,44.1,474,0.00,0.23,0,0
2,3,28,1994,54,7,34,24.9,13.1,27.9,41.6,430,0.00,0.29,7,2
2,3,29,1994,43,15,30,26.0,13.4,27.2,42.2,477,0.01,0.24,2,0
2,3,30,1994,61,11,36,21.3,6.9,15.6,41.5,581,0.00,0.27,11,6
2,3,31,1994,68,28,47,18.1,8.2,17.1,44.6,584,0.00,0.34,14,9
2,4,1,1994,75,26,53,17.0,8.3,16.8,46.9,551,0.00,0.37,17,12
2,4,2,1994,54,24,42,19.9,13.2,29.0,47.9,297,0.00,0.29,7,2
2,4,3,1994,71,23,49,22.1,11.2,25.2,47.0,562,0.00,0.40,15,10
2,4,4,1994,70,25,45,21.6,17.0,33.0,49.3,457,0.00,0.55,15,10
2,4,5,1994,38,20,28,34.7,9.1,18.9,46.6,387,0.05,0.16,0,0
2,4,6,1994,58,14,39,24.2,8.5,17.1,44.6,536,0.00,0.26,9,4
2,4,7,1994,70,31,48,18.2,12.9,32.7,47.2,484,0.00,0.47,15,10
2,4,8,1994,60,24,44,20.7,5.6,18.3,48.2,472,0.00,0.22,10,5
2,4,9,1994,46,31,36,46.7,9.1,21.9,46.2,70,0.61,0.14,3,0
2,4,10,1994,38,31,33,59.8,7.7,15.4,39.9,276,0.51,0.11,0,0
2,4,11,1994,33,29,31,58.5,18.5,30.7,37.0,293,0.02,0.16,0,0
2,4,12,1994,44,29,37,36.9,15.1,27.3,35.7,641,0.10,0.29,2,0
2,4,13,1994,68,35,49,21.4,9.8,17.9,38.1,627,0.00,0.39,14,9
2,4,14,1994,73,36,48,16.0,6.6,25.1,40.3,464,0.00,0.34,17,12
2,4,15,1994,61,31,45,21.7,11.4,20.3,45.1,635,0.00,0.38,11,6
2,4,16,1994,75,34,56,20.2,7.1,17.1,48.3,648,0.00,0.35,17,12
2,4,17,1994,86,43,62,15.3,7.9,17.1,52.6,616,0.00,0.46,20,18
2,4,18,1994,87,43,65,14.7,8.3,21.9,56.2,530,0.00,0.45,20,18
2,4,19,1994,68,42,56,17.7,11.4,22.7,57.5,481,0.00,0.40,15,9
2,4,20,1994,82,39,58,20.5,8.6,18.1,56.9,471,0.07,0.43,19,16
2,4,21,1994,76,46,61,27.1,8.1,16.8,59.2,617,0.00,0.36,21,13
2,4,22,1994,67,52,57,36.5,14.9,25.7,59.8,362,0.00,0.40,19,9
2,4,23,1994,85,46,64,25.4,9.4,19.7,61.8,647,0.00,0.47,22,18
2,4,24,1994,84,48,66,15.6,10.0,21.6,64.5,644,0.00,0.50,22,17
2,4,25,1994,63,37,48,24.0,12.6,38.5,59.7,223,0.00,0.35,12,7
2,4,26,1994,49,26,39,22.3,11.9,24.1,50.8,640,0.00,0.30,4,0
2,4,27,1994,34,21,28,33.0,9.7,17.6,50.1,209,0.00,0.14,0,0
2,4,28,1994,45,29,36,42.4,6.6,13.5,47.1,369,0.18,0.16,2,0
2,4,29,1994,42,29,34,38.2,8.5,18.2,45.5,283,0.01,0.17,1,0
2,4,30,1994,56,30,39,39.4,3.2,17.0,46.0,358,0.12,0.15,8,3
2,5,1,1994,66,34,48,31.8,9.2,18.7,48.8,446,0.00,0.32,13,8
2,5,2,1994,51,35,43,48.9,4.1,13.5,49.4,143,0.00,0.09,5,0
2,5,3,1994,72,33,52,33.8,7.2,29.7,51.6,536,0.02,0.30,16,11
2,5,4,1994,72,39,56,25.6,7.1,15.2,56.7,697,0.00,0.34,16,11
2,5,5,1994,87,49,64,20.6,11.2,20.8,60.6,594,0.00,0.56,23,18
2,5,6,1994,65,45,52,40.2,9.0,18.2,59.4,223,0.00,0.25,15,7
2,5,7,1994,68,45,56,25.1,9.1,20.7,59.8,592,0.00,0.36,17,9
2,5,8,1994,78,38,60,21.8,8.5,27.9,62.0,697,0.00,0.41,19,14
2,5,9,1994,67,40,56,23.2,6.3,15.5,61.6,416,0.00,0.25,13,8
2,5,10,1994,69,42,57,26.5,10.7,21.2,60.7,521,0.00,0.36,15,10
2,5,11,1994,83,47,65,22.6,7.7,13.8,63.1,709,0.00,0.43,22,16
2,5,12,1994,75,48,60,26.2,11.1,23.4,65.0,529,0.09,0.43,22,13
2,5,13,1994,71,53,58,39.6,7.4,19.4,62.4,302,0.36,0.27,22,12
2,5,14,1994,71,44,58,27.8,10.6,22.2,61.1,672,0.00,0.41,17,11
2,5,15,1994,77,41,62,20.8,13.6,26.8,61.6,677,0.00,0.52,19,14
2,5,16,1994,85,53,68,14.4,15.0,36.1,65.1,636,0.02,0.67,25,19
2,5,17,1994,84,58,71,14.2,20.3,30.1,66.8,702,0.00,0.82,27,21
2,5,18,1994,81,56,67,26.3,15.6,25.6,68.2,550,0.30,0.59,26,19
2,5,19,1994,76,56,67,33.0,16.9,25.9,69.8,653,0.00,0.55,26,16
2,5,20,1994,81,55,68,17.1,15.6,25.5,67.4,622,0.00,0.63,26,18
2,5,21,1994,83,50,65,21.1,6.0,16.1,69.5,718,0.00,0.39,23,16
2,5,22,1994,86,47,66,24.0,8.4,25.3,70.0,599,0.00,0.45,22,18
2,5,23,1994,81,47,64,20.5,6.7,21.8,70.0,618,0.00,0.38,22,15
2,5,24,1994,81,48,63,24.6,6.5,33.0,70.1,537,0.00,0.36,23,16
2,5,25,1994,79,43,64,36.9,8.4,20.3,70.1,646,0.00,0.36,20,14
2,5,26,1994,65,44,55,24.2,4.5,13.6,68.8,414,0.00,0.22,15,7
2,5,27,1994,75,42,60,23.3,12.2,24.4,66.6,640,0.00,0.47,19,13
2,5,28,1994,85,50,62,31.2,6.0,18.5,67.1,418,0.29,0.34,24,18
2,5,29,1994,86,48,67,22.1,5.3,13.5,67.0,721,0.00,0.38,23,18
2,5,30,1994,96,54,74,13.2,5.3,11.6,71.7,743,0.00,0.45,25,20
2,5,31,1994,79,53,66,20.2,11.9,22.1,72.2,672,0.02,0.52,25,16
2,6,1,1994,89,61,73,15.4,9.4,26.5,74.2,717,0.00,0.56,29,24
2,6,2,1994,74,59,65,32.8,7.1,17.1,72.2,446,0.27,0.31,26,16
2,6,3,1994,76,57,64,38.2,9.8,17.8,69.9,436,0.01,0.36,26,16
2,6,4,1994,92,56,72,22.4,7.0,13.7,72.3,668,0.00,0.45,26,21
2,6,5,1994,91,57,73,15.2,7.2,21.8,74.7,684,0.00,0.47,27,22
2,6,6,1994,94,58,74,31.1,12.0,26.0,75.4,663,0.08,0.59,27,22
2,6,7,1994,96,61,77,29.4,7.9,26.0,76.8,734,0.00,0.50,29,23
2,6,8,1994,80,53,66,36.8,8.4,20.5,77.9,424,0.85,0.33,25,16
2,6,9,1994,76,50,61,32.1,5.1,17.3,71.8,632,0.05,0.31,23,13
2,6,10,1994,75,56,64,40.8,6.6,12.6,70.5,511,0.06,0.29,25,15
2,6,11,1994,85,58,71,25.9,6.7,20.6,73.1,684,0.00,0.40,28,22
2,6,12,1994,96,58,75,14.9,9.3,30.3,76.0,664,0.00,0.58,28,22
2,6,13,1994,100,53,78,13.4,7.2,19.8,76.7,734,0.00,0.52,25,20
2,6,14,1994,101,60,80,11.7,11.5,21.1,78.2,755,0.00,0.71,29,23
2,6,15,1994,90,59,74,22.6,10.6,18.4,80.2,752,0.00,0.56,28,22
2,6,16,1994,85,53,71,23.4,7.7,20.3,78.2,717,0.00,0.42,25,19
2,6,17,1994,81,58,68,36.7,9.3,16.4,77.0,390,0.00,0.35,27,20
2,6,18,1994,92,62,73,25.6,9.3,27.6,77.3,500,0.13,0.50,29,24
2,6,19,1994,93,61,77,22.8,9.8,21.3,76.4,693,0.00,0.54,29,23
2,6,20,1994,93,63,74,22.9,6.2,22.7,77.5,543,0.21,0.42,30,24
2,6,21,1994,79,61,69,40.5,7.3,14.1,75.2,455,0.00,0.30,29,20
2,6,22,1994,87,62,71,29.2,7.8,27.8,74.1,509,0.78,0.41,30,24
2,6,23,1994,87,59,72,33.3,6.9,23.8,73.8,670,0.00,0.41,28,23
2,6,24,1994,95,58,77,26.0,5.7,16.2,76.6,739,0.00,0.43,27,22
2,6,25,1994,95,57,78,15.6,12.2,21.9,78.8,699,0.20,0.64,27,22
2,6,26,1994,98,53,77,23.5,10.8,21.6,78.1,743,0.00,0.61,25,19
2,6,27,1994,91,60,75,19.3,8.9,22.3,79.9,745,0.00,0.53,28,23
2,6,28,1994,92,52,75,20.4,4.8,13.1,79.6,727,0.00,0.39,24,19
2,6,29,1994,96,58,78,23.0,6.4,26.6,80.6,673,0.00,0.44,27,22
2,6,30,1994,99,57,81,27.5,9.2,19.8,80.5,739,0.00,0.53,27,22
2,7,1,1994,102,60,80,27.9,7.3,27.2,80.6,613,0.00,0.49,29,23
2,7,2,1994,86,58,70,35.2,8.1,25.1,79.3,542,0.15,0.39,27,22
2,7,3,1994,91,60,72,34.9,7.8,27.8,79.6,650,0.05,0.45,29,23
2,7,4,1994,96,59,78,40.5,10.9,24.2,78.0,706,0.00,0.52,28,23
2,7,5,1994,98,54,78,26.9,8.9,18.7,79.1,706,0.00,0.52,26,20
2,7,6,1994,95,59,77,24.5,12.3,36.8,80.0,709,1.47,0.63,28,22
2,7,7,1994,74,49,62,42.7,12.6,23.6,74.9,506,0.00,0.37,21,12
2,7,8,1994,85,47,67,34.3,5.8,13.3,72.4,718,0.00,0.36,22,17
2,7,9,1994,93,52,76,29.1,7.2,17.9,76.2,737,0.00,0.44,25,19
2,7,10,1994,98,61,80,22.7,13.8,24.2,78.4,661,0.00,0.69,29,24
2,7,11,1994,93,61,78,29.6,12.8,30.6,78.6,635,0.27,0.57,29,23
2,7,12,1994,90,56,73,38.0,10.3,30.3,75.7,555,0.00,0.45,27,21
2,7,13,1994,84,49,69,33.6,6.3,16.2,74.9,559,0.00,0.32,23,17
2,7,14,1994,79,56,68,35.3,8.1,22.7,74.1,591,0.00,0.36,26,18
2,7,15,1994,86,58,71,44.5,7.5,23.7,73.9,615,0.00,0.36,28,22
2,7,16,1994,87,57,70,45.4,7.9,29.6,74.1,574,0.00,0.38,27,21
2,7,17,1994,87,56,73,26.9,7.3,16.9,74.3,629,0.01,0.39,27,21
2,7,18,1994,98,62,81,31.3,8.5,17.3,76.0,657,0.00,0.48,29,24
2,7,19,1994,87,59,74,31.9,11.7,25.6,76.5,610,0.00,0.48,28,23
2,7,20,1994,80,59,69,32.2,5.1,17.9,76.3,468,8.74,0.28,28,20
2,7,21,1994,86,54,72,35.5,6.8,13.0,74.6,650,0.44,0.37,26,20
2,7,22,1994,94,55,76,34.5,7.2,14.9,78.0,690,1.31,0.42,26,20
2,7,23,1994,94,58,74,28.6,9.7,22.7,77.7,473,0.07,0.49,27,22
2,7,24,1994,90,60,72,33.6,8.4,21.9,77.6,504,0.16,0.43,29,23
2,7,25,1994,86,59,70,32.8,7.2,37.1,76.1,613,0.99,0.39,28,22
2,7,26,1994,77,54,65,53.7,7.8,14.6,74.8,602,0.00,0.30,26,16
2,7,27,1994,84,53,68,27.2,4.9,14.4,74.3,624,0.00,0.33,25,19
2,7,28,1994,88,54,71,33.6,7.3,15.4,78.9,644,0.00,0.40,25,20
2,7,29,1994,88,57,70,31.8,7.9,22.5,76.6,521,0.00,0.40,27,21
2,7,30,1994,91,53,75,25.5,5.9,15.8,76.3,637,0.00,0.38,25,19
2,7,31,1994,94,57,76,26.3,9.5,21.1,77.1,482,0.13,0.46,27,21
2,8,1,1994,90,61,74,24.1,5.9,27.9,76.6,594,0.28,0.38,29,24
2,8,2,1994,84,62,70,49.9,4.6,19.3,78.5,437,0.00,0.25,30,23
2,8,3,1994,87,58,72,39.8,6.0,16.3,76.1,619,4.38,0.34,27,22
2,8,4,1994,84,58,71,39.5,7.0,15.1,77.8,586,0.00,0.34,28,21
2,8,5,1994,87,60,73,33.5,13.8,25.8,77.1,586,0.00,0.55,29,23
2,8,6,1994,96,57,78,36.5,8.4,19.2,79.3,653,0.61,0.45,27,22
2,8,7,1994,98,57,81,25.7,8.1,22.2,80.2,661,0.00,0.46,27,22
2,8,8,1994,92,60,75,39.9,12.4,23.2,79.3,590,0.00,0.51,28,23
2,8,9,1994,99,67,82,24.6,11.1,23.1,80.1,554,0.00,0.57,32,27
2,8,10,1994,89,66,78,42.7,10.8,18.6,79.6,530,0.00,0.42,32,26
2,8,11,1994,88,32,73,54.6,8.5,18.4,78.0,295,0.00,0.21,19,18
2,8,12,1994,100,62,80,16.6,9.2,31.5,81.6,623,1.38,0.55,30,24
2,8,13,1994,85,63,72,30.8,5.1,17.9,78.1,401,0.20,0.29,30,24
2,8,14,1994,79,61,68,31.9,7.2,16.8,75.4,509,0.00,0.34,29,20
2,8,15,1994,83,58,70,21.3,9.4,18.8,74.3,640,0.00,0.45,27,20
2,8,16,1994,92,54,73,17.6,9.1,18.8,75.3,618,0.00,0.50,26,20
2,8,17,1994,96,56,77,14.0,6.0,15.4,77.8,610,0.00,0.41,27,21
2,8,18,1994,98,59,76,20.2,7.9,23.4,78.7,525,0.02,0.49,28,22
2,8,19,1994,77,55,68,14.6,7.2,19.8,76.8,414,0.00,0.33,26,16
2,8,20,1994,81,50,66,19.2,3.3,15.0,75.3,589,0.00,0.27,24,15
2,8,21,1994,93,53,74,41.2,11.2,21.3,79.3,563,0.00,0.46,25,20
2,8,22,1994,96,61,77,41.6,10.3,21.4,80.8,549,0.00,0.47,29,24
2,8,23,1994,95,59,75,51.3,7.9,17.8,79.6,590,0.00,0.39,28,23
2,8,24,1994,97,63,76,55.5,13.0,27.8,78.4,495,0.00,0.50,30,25
2,8,25,1994,100,60,78,45.7,8.0,21.2,78.1,523,0.00,0.42,28,23
2,8,26,1994,100,58,79,38.2,8.1,17.6,79.3,565,0.00,0.43,27,22
2,8,27,1994,102,63,82,34.7,10.3,21.2,81.9,569,0.00,0.53,30,24
2,8,28,1994,82,58,68,55.6,9.0,19.5,79.0,454,0.00,0.30,28,20
2,8,29,1994,92,53,71,56.0,7.3,29.1,78.2,509,0.00,0.34,25,20
2,8,30,1994,84,57,69,54.1,10.1,18.9,77.0,546,0.00,0.35,27,21
2,8,31,1994,61,52,54,82.9,10.1,17.6,69.7,116,0.00,0.10,17,7
2,9,1,1994,65,53,58,83.4,10.9,18.2,66.2,181,0.00,0.11,19,9
2,9,2,1994,82,57,66,69.6,8.7,17.1,70.0,287,0.00,0.23,27,19
2,9,3,1994,90,61,71,66.6,11.6,25.9,72.3,282,0.00,0.32,29,23
